#Frequency (Hz),Trace 1 (dB),Phase (deg),Trace 2 (dB),Phase (deg)
0,-53.75285660627561,0,-51.64295252988664,180
2.44140625,-53.9025606501019,4.029027080298802,-51.95391938385785,179.341505401027
4.8828125,-57.06913494363615,6.760900955925551,-55.45819802414368,178.1240276260672
7.32421875,-65.91995715029785,16.48981922207654,-65.95490316337033,173.080863163367
9.765625,-74.79215142282213,34.63841644094109,-84.84093492932315,128.2255999131243
12.20703125,-77.92608999855086,18.33110279108912,-89.02652046575419,119.1626164881238
14.6484375,-82.79365474311521,16.00738180483275,-92.5730812597434,140.4858093198906
17.08984375,-82.86515375146396,61.64520898481328,-94.8510016198945,23.18930948316426
19.53125,-81.48917704784435,76.39065946608616,-95.41578845287832,25.73394629042536
21.97265625,-85.14501762844009,95.1351047601141,-95.68978744951266,53.52341730082266
24.4140625,-85.53688163779499,105.5639271940116,-89.93359383698962,45.07779429110523
26.85546875,-85.20752545858834,73.20263716349096,-92.03179063477138,76.88403054209154
29.296875,-84.18997557133112,36.501642628554,-89.48112859402124,105.1233636829897
31.73828125,-83.3873336415586,33.68014354713308,-89.806587306129,132.1480049524081
34.1796875,-82.44049984117552,37.83358887940069,-89.38728079264051,178.5128624056229
36.62109375,-81.8638675680812,45.01153758572657,-90.79763794223183,22.28716613044453
39.0625,-80.83660123432816,62.09703714394542,-92.06828333032081,75.34688005270951
41.50390625,-78.13532304310817,65.83717510120258,-86.72727451422182,96.06755421901146
43.9453125,-76.42245128961643,71.49379681595694,-82.00956013924025,97.89846845511603
46.38671875,-77.76486145349334,85.57925247541898,-79.43537694031879,98.96342309711598
48.828125,-80.99935824552693,111.6791798559274,-80.40090520890624,101.2854811122985
51.26953125,-79.69219099698569,163.689993902242,-83.12209387214615,111.4073951192027
53.7109375,-76.60092532190791,10.47916321627986,-90.05357197151339,137.7279116595503
56.15234375,-75.99574282290122,19.3768324522818,-88.95355597345399,77.90800173438406
58.59375,-75.24008455761491,16.64807945538049,-83.96398107682975,94.60640633215445
61.03515625,-76.64707299821319,15.31384532215418,-82.96744309307132,101.4975073052982
63.4765625,-80.24136363129627,6.129670953454692,-83.38236472306707,104.2449281780899
65.91796875,-79.32110849372467,168.1381946450261,-86.22516705934734,97.98120168749359
68.359375,-80.51866593785276,165.2682975836525,-91.28286232561703,86.04588488121885
70.80078125,-88.88268253173726,168.1045836960378,-106.0548358891955,96.1737316920278
73.2421875,-90.7559768283017,92.36274884126682,-95.57499544771302,23.78137518108538
75.68359375,-80.84312723259822,120.1002574207124,-87.77284479215234,9.075815750481199
78.125,-77.14829283913775,135.3259676731526,-85.46113469546833,2.703748429073488
80.56640625,-76.79058370746085,142.3230199416495,-86.09838994046021,170.861829915281
83.0078125,-78.62016582444612,144.3534503406919,-87.31882023892666,166.2296183727309
85.44921875,-82.5608734186835,155.8831220762249,-90.91995373604993,7.362897692649052
87.890625,-87.29957578948375,6.484314264668693,-93.50206479878324,44.9754201387173
90.33203125,-91.94995492195662,14.10952139140736,-97.65388794093717,45.14072384939879
